,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
A_Canticle_for_Leibowitz,0.06650937,0.09324435,0.13575618,0.16578254,0.08637983,-0.0073445044,0.09089664,0.006782047,0.06865638,0.07144467,0.12084108,0.026594289,-0.0036938046,0.0044747507,0.07432362,-0.023835555,-0.058283392,-0.02067239,-0.07352987,0.11015202,0.013573962,-0.099559605,-0.14344977,-0.05501893,0.08649664,-0.0024597228,0.1013778,0.07773287,-0.09111182,0.05336988,0.07669286,-0.022546377,0.023249472,-0.06890669,0.09100103,-0.06379311,0.01203138,-0.08255737,-0.008786098,0.12949511,0.049261853,-0.061053067,0.029838512,0.071397655,-0.06368758,0.025764886,-0.005033642,-0.11980263,-0.1115838,-0.102217294,-0.072467156,0.05544,0.14707819,-0.09108812,-0.06797984,-0.010779065,-0.056466617,-0.036614608,-0.10937899,0.051266637,0.11780011,0.04437624,0.06315702,0.14439936,-0.04948915,-0.057956167,-0.06753863,0.027995113,0.0060384395,-0.059580676,0.12203653,-0.064437464,0.04992769,-0.003064582,0.12778866,-0.13363574,0.1230862,-0.08595454,0.052312642,0.0915781,0.10530978,0.08487008,-0.18347414,0.08170711,0.14661406,0.12919831,0.09155421,-0.1441431,-0.04277391,0.07322592,0.042288583,0.019491885,-0.071688004,-0.07443745,0.10600484,0.02466691,0.039692346,-0.049307186,-0.07415933,0.09932444
A_Connecticut_Yankee_in_King_Arthur's_Court,-0.011262322,0.11460633,0.08393339,0.02501213,-0.009485973,0.016183935,0.10245731,0.026919378,0.14159434,0.00922439,0.028961334,-0.10555604,0.17190252,0.11132476,0.029613411,-0.010486687,-0.075628266,0.01610346,-0.013837067,0.05143769,0.06490638,-0.1060126,-0.1105749,0.119920656,0.06351161,0.051375885,0.1567862,0.09449125,-0.13363224,0.031792555,0.13395019,-0.038155332,0.028760394,-0.05205543,0.05438329,-0.14553125,-0.06536932,-0.13531397,-0.12654449,0.09827887,-0.018246692,-0.07519383,0.019941494,-0.05893199,0.0006760651,0.00639347,0.05128689,-0.11091482,-0.10612914,0.0036187787,-0.013354992,0.061662335,0.09932952,-0.038061637,-0.0073826797,-0.023042828,-0.1087699,-0.0046041207,-0.12732151,0.048525326,-0.02893299,-0.12541024,0.25237307,0.080623895,0.008234381,-0.107840724,-0.10033582,0.0058649518,-0.005075399,-0.031056581,-0.037580714,-0.10183733,0.03444345,-0.065360986,0.16585279,-0.0747003,0.1439648,-0.039934155,0.09149774,-0.021401579,0.08725867,0.09865591,-0.11747532,0.07513051,0.106462955,0.06752263,0.0858948,-0.045695562,-0.026714096,0.111141056,0.038429335,-0.19062376,-0.06989053,-0.029954638,0.1413,-0.09684434,0.020922353,-0.046724673,-0.002965938,-0.021145446
A_Deepness_in_the_Sky,-0.01061964,0.15069051,0.12944947,0.051040996,0.10424429,0.0058037904,0.0703773,0.0075113936,0.06547634,0.10089283,0.028296648,-0.08516401,-0.0132886,0.079916835,0.027525797,0.0027460856,-0.13805309,0.037041754,-0.0874687,0.11182285,0.05620256,-0.08968784,-0.10135743,0.13869059,0.08665459,-0.05305,0.10914501,0.07642346,-0.009989062,0.003304619,0.07071145,-0.069381185,0.034970522,-0.12450947,0.09988824,-0.100707754,-0.06772747,-0.13229628,-0.122312106,0.045898445,0.048519608,-0.070367925,0.051959645,-0.012954853,-0.0678548,-0.08140095,0.08849669,-0.07676966,-0.061040778,-0.09172532,-0.030470727,0.09847609,0.11458836,-0.011257956,-0.11569347,0.0024460475,-0.033824395,-0.042643856,-0.092103064,0.084044375,-0.021415634,-0.09834412,0.053090643,0.11898795,0.0012817028,-0.088906735,-0.1047771,0.080443844,-0.07489211,-0.11488503,0.05940876,-0.052638583,0.05463961,-0.08302099,0.07315037,-0.06140802,0.055767268,-0.052514184,0.12694447,0.08392308,0.09631968,0.05255071,-0.11769759,0.04382197,0.06933874,0.12373417,0.05510271,-0.033538207,-0.044038605,0.16785932,0.1376917,-0.097427286,-0.13125671,-0.062555306,0.11870044,0.046103306,0.02274165,-0.03914982,-0.0381084,0.0587366
A_Door_into_Ocean,-0.015347545,0.119384356,0.11945909,0.017372308,0.038654696,-0.03532559,0.047278624,0.019456657,0.050151303,0.006516359,0.09340194,-0.10754711,0.031578418,0.09335363,0.0011604121,-0.021969318,-0.13002385,0.017638074,-0.023655899,0.10310393,0.0248455,-0.06788505,-0.03376312,0.09747093,0.15312855,-0.14791404,-0.009543531,0.06109066,-0.076822415,0.028393662,0.063029006,-0.07957229,0.023291346,0.01847157,0.12103294,-0.102380484,-0.049154278,-0.027532473,-0.09272634,0.03601074,-0.0082361195,-0.061948616,-0.0018792122,-0.0011600773,-0.01849849,-0.098748,0.0073080687,-0.15855539,-0.03810601,-0.07859797,-0.008562742,0.121245846,0.12217621,0.023281585,-0.06662939,0.01593546,-0.12644093,-0.016099973,-0.14279559,0.007567427,0.13073616,-0.0022912805,0.04689736,0.06597565,-0.0070248777,-0.066525936,-0.092052035,0.07950259,-0.027221583,-0.07044537,0.12253478,-0.14962877,0.003295477,-0.08875443,0.12953645,-0.026315419,0.044855833,-0.025039531,0.04233044,0.101228304,0.04442535,0.049760625,-0.1465816,0.038347308,0.08283133,0.121172935,0.0048725,-0.0007898047,0.030825727,-6.211793e-05,-0.07629947,-0.082935564,-0.09864361,-0.044361398,0.01489635,0.07972085,0.10407229,-0.04293172,-0.093389705,0.0061979746
A_Hard_Day's_Night_(film),0.04980038,0.0433864,0.02807513,0.060780015,0.0768903,-0.03671453,0.12018539,-0.05627208,-0.010657791,0.015105884,0.106629506,-0.024658319,0.095950015,0.083059885,0.10968788,-0.0137600275,-0.045183524,0.0893785,-0.11030338,0.018021446,0.025670247,-0.06998001,-0.03570958,0.11769638,0.017864453,-0.030861562,0.02710058,0.0007810138,-0.049346913,-0.00961601,0.073453285,-0.0053389873,-0.045662984,-0.072341844,0.031553727,-0.030537618,-0.00093354797,-0.09787865,0.02061941,0.027953833,0.051914092,-0.010086103,-0.0063867904,0.044539686,-0.04461108,-0.07337677,0.037356537,-0.06266838,-0.04899271,-0.08541491,-0.088618435,0.018827243,0.08718715,-0.050769314,-0.03677349,0.10334,-0.0018957731,0.0150893945,-0.087901965,0.042111646,0.002184195,-0.018999524,0.026170895,0.033910494,0.009506998,-0.04035363,-0.0066471254,0.0956612,-0.021978926,-0.07241163,0.0126596615,-0.09804152,0.059504043,-0.032731187,0.004398357,-0.109388575,0.02949769,-0.06511261,0.038429253,-0.005622293,-0.0068114237,0.10726786,-0.006532669,0.034696713,0.09782533,-0.033811647,0.06439257,0.043127913,0.026469203,0.03395182,0.039544318,-0.06187026,-0.05322011,-0.08744076,0.032981515,-0.021770492,-0.021566622,-0.009638797,0.026500106,0.0044156834
A_Time_of_Changes,0.025574481,0.08842357,0.13137051,0.1434678,0.09254013,0.00925947,0.077333584,-0.02558406,0.06962383,0.08808104,0.022598581,-0.059751008,0.06943348,0.011006862,0.017740196,0.026644066,-0.10769404,0.034890093,-0.08843082,0.019913092,0.08343942,-0.10224121,-0.0049817604,0.02967542,0.029753806,-0.033264313,0.20146748,0.071583495,-0.09524118,-0.032222554,0.094645634,-0.027762527,0.054375526,-0.047730647,0.050392207,-0.1126599,-0.025429547,-0.04544111,-0.019463755,-0.020154381,0.029556258,-0.08968196,-0.0345488,0.01548381,-0.15066548,-0.13506755,0.06086165,-0.07609183,-0.10056744,-0.11239637,-0.04571257,0.09950258,0.11614297,-0.09641864,-0.113700025,-0.009815345,-0.016214764,-0.008167006,-0.059128195,0.0899409,0.020917932,-0.113124505,0.077120006,-0.041394718,-0.029661577,-0.013643018,-0.09345474,0.075059615,-0.020716593,-0.020470938,0.014817041,-0.14863437,-0.03330691,-0.041842643,0.047821302,-0.108367585,0.2118624,-0.03720926,0.069169,0.034235757,0.09772941,0.055456214,-0.16542031,0.082573004,0.13778336,0.1533238,-0.056890022,-0.124803424,-0.0061080493,-0.031718925,0.06258434,-0.008087676,-0.0056288606,-0.12128422,0.01284988,0.095561095,0.08770652,-0.04061425,-0.08967233,0.0646006
Aaryn_Doyle,0.124520585,0.09189163,0.11692118,0.15405606,0.050580077,-0.10490598,-0.016270196,-0.107895605,0.044026643,0.0858051,0.031532343,-0.071213715,0.059683602,0.04518568,0.061701432,-0.010243902,-0.08682712,0.038316574,-0.04256576,0.1277457,-0.0019672427,-0.017355105,-0.08027522,0.11632527,0.105793335,-0.033758335,0.027957855,0.034872543,-0.07237227,0.103367664,0.0591551,0.031253405,0.09475994,-0.01219426,0.03714343,-0.021793218,-0.12965465,-0.11207861,-0.035776626,0.034497302,0.035223607,-0.035487793,-0.0069078053,0.05185487,0.0056949332,-0.12283403,0.10443949,-0.108804286,-0.11220993,-0.065186135,-0.10930316,0.042072594,0.08644004,-0.014917242,-0.11805695,0.041251514,-0.04151051,0.078225926,-0.0550148,0.105570346,0.04552471,-0.13432243,0.14329007,0.15282565,-0.07599695,-0.1274833,-0.054917905,0.049157582,-0.058255143,-0.10967137,-0.21080446,-0.10387324,0.043947678,-0.17248961,0.051957536,-0.10525541,0.049879048,0.038686022,0.11059917,0.06734443,0.08561772,-0.010825374,0.00653693,0.033045396,0.08276543,-0.011961143,0.04004346,-0.1116193,-0.045104615,0.026702628,0.037945203,-0.09774499,-0.11425448,-0.033713065,0.0755724,-0.0017001025,0.010333776,-0.09380093,-0.09938991,0.047585495
Aarón_Díaz,0.0315766,0.03898859,0.042189527,0.05809696,0.021518322,-0.06484473,0.13160697,-0.10896351,2.7013675e-05,0.015170233,-0.0015406411,-0.053463977,0.030656781,0.11038841,-0.014994957,0.014281028,-0.05133684,-0.03814006,-0.116758026,0.07425903,0.083420835,-0.080282554,0.008326789,0.100695856,0.12407308,0.018634189,0.089138694,0.08793032,-0.045924664,-0.015166395,0.11385363,-0.046009272,0.049452186,-0.039677184,0.0055306978,-0.05050593,-0.0026236228,-0.11515132,-0.083389625,0.08380878,0.053773135,-0.00094167265,0.025666373,-0.02352534,-0.030596668,-0.048518654,0.092151195,-0.06908567,-0.04194558,-0.0703113,-0.103162326,0.055949267,0.07064692,0.023296619,-0.07518303,0.078061424,-0.022291726,0.016395636,0.008222892,0.07983013,0.09976098,-0.028870933,-0.009148206,0.036997024,-0.099425815,-0.053151336,-0.068929374,0.06769339,-0.015473441,-0.06738937,-0.05701913,-0.08705609,0.043431547,-0.033882804,-0.002865505,0.009060339,0.03979273,0.009601228,0.073999934,0.11598335,0.006146886,0.062307257,-0.059445262,0.03789749,0.07740564,0.08565483,0.050315365,-0.0014254592,0.02944004,0.060805865,-0.010235338,-0.046925224,-0.0781683,-0.055103723,0.03019292,-0.016929429,0.0016385186,-0.049740344,-0.10158016,0.043688938
Abbie_Cornish,0.15257956,0.011447503,0.043741487,0.005733385,0.041134045,-0.105013,0.04888806,-0.22566365,0.059039403,0.036226768,-0.050989892,-0.10317134,0.112242036,0.112573676,-0.056882087,0.06393331,-0.09513746,0.0766622,-0.02710732,0.10650065,0.10151803,-0.1301118,-0.13709769,0.0059197946,0.063041,-0.0022147372,0.17271467,0.06820898,-0.06638159,0.0020786796,0.056596182,0.032138407,0.12105548,-0.12864977,-0.044920236,-0.11075044,0.0025076163,-0.10989357,-0.16826807,0.012043694,0.08166075,-0.07719234,0.05316966,-0.005898146,-0.15418877,0.016863799,0.054299396,-0.06999433,-0.091697134,-0.058184084,-0.10323453,0.009151646,0.18739463,0.010140513,-0.020377468,0.07432864,-0.033521704,0.06356858,-0.097400375,0.0023762255,0.15076998,-0.08968194,0.06259357,0.03578753,-0.013864315,-0.019880574,-0.045986332,0.11690927,-0.0725171,-0.045894418,0.03775026,-0.11777634,0.043203156,0.0068360427,0.1363761,-0.00800285,0.23451875,0.0471131,-0.004282486,0.079102986,0.085842654,0.025613692,0.010142234,0.058926933,0.0027723967,0.06949099,0.050934978,-0.05656806,0.010749645,-0.018675514,0.051641405,-0.13068154,0.004733256,-0.020045655,-0.011005071,-0.0443256,-0.018683398,-0.16790967,-0.11153465,0.05080874
"Abbott,_Texas",0.09216179,0.03778814,0.09886223,-0.04261085,0.18435684,-0.10559171,0.119869746,-0.10779852,0.077277295,0.033601664,0.101109006,-0.034803472,0.13640526,0.050251164,0.158117,0.025700796,-0.10752475,0.06480875,-0.10229748,0.09341172,0.067716636,-0.03819024,-0.079031006,0.024688343,0.13351679,-0.040456947,0.14423259,0.07639157,-0.089925386,0.18193801,0.1452286,-8.458401e-05,-0.05303498,-0.1216213,0.103133604,-0.0790483,-0.021306777,-0.08187745,0.004078547,0.10502778,0.10073368,-0.030528175,0.020044431,0.115538776,-0.036693927,-0.033399504,0.06354285,0.05776755,-0.0038131922,-0.09152362,-0.10773685,0.0601604,0.11502172,-0.004059437,-0.04887539,0.100201026,-0.11312547,0.06679419,-0.09867498,0.10934665,0.11921011,-0.0035211577,0.021854592,0.055271383,-0.121596575,-0.0003341563,-0.06286133,0.09128054,-0.058815565,-0.086774066,-0.00032332592,-0.03372444,0.03590356,0.0004943808,0.1378511,-0.10989736,0.14062755,-0.04056766,0.076671466,0.038705353,0.07940385,0.02585185,-0.1346339,0.10039236,0.12672606,0.14325272,0.036199994,-0.121277094,-0.018109681,0.11254594,-0.017012652,-0.0695387,-0.13499731,-0.048839234,0.048294663,0.030283583,0.016469318,-0.09276811,-0.032966018,0.055612877
