,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
A_Canticle_for_Leibowitz,-0.11967677,-0.15271597,0.15617405,0.14841372,-0.102482334,-0.16250291,-0.16340037,-0.17911531,0.1385672,0.1547459,0.13587718,0.15785761,-0.10879132,-0.14498715,0.12740178,-0.19870567,0.126831,-0.12974511,-0.148518,-0.18376118,-0.18184237,0.08581168,-0.03419524,-0.066075064,-0.12874569,-0.16843213,0.14070024,-0.12523331,-0.07837505,0.12445785,0.061392445,-0.16327412,0.093943015,0.06130021,0.13909373,0.15900168,0.09399024,0.16295141,0.15384504,0.09283684,-0.13335322,0.16823582,-0.17837748,-0.10790484,0.119170785,-0.108034156,0.12657337,-0.12370247,-0.13499859,-0.12551174
A_Connecticut_Yankee_in_King_Arthur's_Court,-0.14611569,-0.10955625,0.13491699,0.064997144,-0.1671672,-0.17779143,-0.035512883,-0.16831931,0.06379085,0.14439592,0.106624134,0.1475201,-0.032581683,-0.16367584,0.004534545,-0.20026863,0.1538885,-0.14199083,-0.18172325,-0.15405223,-0.12037142,0.057726733,-0.057547234,-0.12530972,-0.11127038,-0.13219015,0.1819301,-0.105875015,-0.074070275,0.015495223,-0.0018722916,-0.1220387,0.06273628,0.105342224,0.1240616,0.14197238,0.054727856,0.12915239,0.13581944,0.15334219,-0.09279292,0.15857828,-0.1687496,-0.06073339,0.109633155,-0.15854876,0.11408271,-0.14498094,-0.06474363,-0.13119668
A_Deepness_in_the_Sky,-0.18255335,-0.11916858,0.13319665,0.20163864,-0.19010276,-0.16659603,-0.10963712,-0.19361383,0.14145498,0.18997136,0.14920825,0.17665434,-0.14941461,-0.16783804,0.10918056,-0.16480602,0.20557165,-0.15236606,-0.18103465,-0.17615701,-0.15187876,0.132041,-0.17324601,-0.13539225,-0.16852196,-0.13386461,0.16733155,-0.15299548,-0.15615606,0.19055194,0.05983628,-0.14875782,0.15904123,0.12680964,0.14355302,0.13545784,0.12953727,0.1662219,0.14840437,0.13829291,-0.15403752,0.17399006,-0.16054921,-0.11630074,0.16081908,-0.13557298,0.10532084,-0.17579445,-0.1251005,-0.15435895
A_Door_into_Ocean,-0.12384605,-0.0631605,0.12094608,0.11144692,-0.20191678,-0.174971,-0.1428287,-0.138074,0.10426602,0.12474935,0.12530838,0.17656355,-0.1417455,-0.1567349,0.049722284,-0.14938493,0.14192452,-0.13707793,-0.13452734,-0.115177624,-0.103070855,0.13723439,0.022158803,-0.119606555,-0.13610402,-0.10292989,0.1145369,-0.12692147,-0.09028838,0.024119634,0.009799916,-0.13750945,0.06334569,0.13851605,0.043496117,0.13150726,0.09818116,0.13042489,0.089528754,0.15417646,-0.16678661,0.10564427,-0.19321455,-0.11016145,0.12829511,-0.12755401,0.1378019,-0.12583928,-0.11361874,-0.10191938
A_Hard_Day's_Night_(film),0.008902365,-0.05876757,0.037769638,0.056951612,-0.046847112,-0.07033958,-0.1160102,-0.056331728,0.019298077,0.098726854,0.016115353,0.09869366,-0.06777358,-0.05860273,0.04066857,-0.10605941,0.03548238,-0.10252181,-0.073884904,-0.076745234,-0.06140609,0.06593852,-0.066435225,-0.025912264,-0.14473909,-0.07143805,0.12842311,-0.03516909,-0.10578236,0.06994027,0.17810336,-0.069874935,0.09306221,0.047492195,0.024482423,0.061989125,0.047101162,0.029767944,0.014884381,0.045267455,-0.061325062,0.036791846,-0.03575159,-0.07936742,0.09948692,-0.082660206,0.048095383,-0.026768338,-0.113067344,-0.018893301
A_Time_of_Changes,-0.08983113,-0.086073644,0.16042769,0.1986141,-0.18460049,-0.20042616,-0.056451183,-0.17775357,0.09345971,0.1258765,0.108180605,0.1308658,-0.036901597,-0.15957412,0.116130956,-0.15708391,0.15863505,-0.14858718,-0.17002335,-0.18751179,-0.13256246,0.07023003,-0.075599745,-0.047099654,-0.16888519,-0.124923036,0.12621036,-0.2121196,-0.14048417,0.084458746,0.020007184,-0.18648745,0.057305183,0.07690566,0.10442841,0.18895873,-0.0028871284,0.09414241,0.13859499,0.13574584,-0.14806123,0.105646625,-0.16315563,-0.08793888,0.13693151,-0.07221719,0.11555206,-0.11573014,-0.0620025,-0.11485721
Aaryn_Doyle,-0.029218595,-0.17761773,0.076545894,0.12754698,-0.2379597,-0.17010976,-0.0455675,-0.1886261,0.14707169,0.16511312,0.19387151,0.14614506,-0.16754162,-0.2139425,0.18659201,-0.17357297,0.06640517,-0.13769479,-0.10582767,-0.13396506,-0.20991041,0.05234684,-0.16615991,-0.12033219,-0.20075405,-0.18105248,0.119165495,-0.14473917,-0.10817914,0.117735386,0.1502516,-0.17717537,0.14484312,0.16139147,0.16445713,0.07365785,0.07405669,0.13951804,0.110500574,0.1840333,-0.10455304,0.102423035,-0.15351929,-0.10375526,0.14921728,-0.07103073,0.10914015,-0.17963554,-0.17689763,-0.20927285
Aarón_Díaz,-0.10375994,-0.12797108,0.10980663,0.04189001,-0.11138466,-0.07684219,-0.08931629,-0.031214118,0.11108096,0.09955009,0.12455496,0.07769798,-0.08176344,-0.04801639,0.08037136,-0.023561593,0.112562075,-0.033468954,-0.058458935,-0.07437284,-0.122456804,0.1157413,-0.044299737,-0.11838643,-0.028643366,-0.022700224,0.03472848,-0.083157994,-0.035993252,0.07926514,0.06950109,-0.08554176,0.06837963,0.14237507,0.13359286,0.09824488,0.10703673,0.12889701,0.12952088,0.08214315,-0.061098177,0.14447723,-0.06756865,-0.05545341,0.039464045,0.0015909387,0.094340034,-0.10800603,-0.049010172,-0.15210915
Abbie_Cornish,-0.16032302,-0.071115255,0.14798234,0.052223306,-0.09868155,-0.17348805,-0.12717651,-0.150147,0.10866174,0.10960932,0.10427026,0.09010346,-0.082745485,-0.16473986,0.14916559,-0.17124547,0.16495766,-0.048016828,-0.010054899,-0.1292269,-0.09481375,0.13191478,-0.100836925,-0.17532073,-0.10139865,-0.015363163,0.08060669,-0.021603169,-0.12794138,0.124741055,0.068518735,-0.08772585,0.06823335,0.16928056,0.1525987,0.032913502,0.14150625,0.16650411,0.11893776,0.0950567,-0.19597083,0.12040005,-0.10344107,-0.1806192,0.059779845,-0.10755426,0.09081297,-0.16012007,-0.10102098,-0.12693754
"Abbott,_Texas",-0.17042826,-0.19882956,0.09961546,0.08683585,-0.11499227,-0.15615077,-0.19176045,-0.15257195,0.16097145,0.16804837,0.16641667,0.17217219,-0.17891477,-0.15579474,0.12726387,-0.13657275,0.14091302,-0.094814256,-0.16215572,-0.18021905,-0.1724755,0.112350434,-0.11326652,-0.13822041,-0.19979088,-0.14454532,0.124343224,-0.12650286,-0.070041955,0.19408284,0.13836683,-0.19793093,0.13517451,0.111822285,0.14556636,0.15607724,0.17365368,0.15501751,0.1295615,0.16895293,-0.14540228,0.1575154,-0.16815828,-0.09161054,0.122922815,-0.12138117,0.14094388,-0.06318914,-0.13838291,-0.1111646
Abd_Al-Rahman_Al-Gillani,-0.09213768,-0.034845777,0.13325714,0.14620261,-0.12415141,-0.04174406,-0.13073955,-0.07077295,0.04726827,0.10729855,0.081914134,0.011221024,-0.13615188,-0.037383,0.06738524,-0.03801828,0.124835886,-0.08754994,-0.07193214,-0.0631426,-0.13280076,0.14464732,-0.11578501,-0.08158825,-0.08647922,-0.04186895,0.048055895,-0.1131377,-0.03955115,0.034699667,0.08410977,-0.08127212,0.035386622,0.15521865,0.039091524,0.15329127,0.15322033,0.05813899,0.065246604,0.10781336,-0.049958114,0.08965022,-0.04685628,-0.086176135,0.018214164,0.002546369,0.06545348,-0.13172387,-0.10559246,-0.11103356
Abdul-Wahab_Mirjan,-0.06946913,-0.11150211,0.11564358,0.07414324,-0.05228228,-0.08247349,-0.1392154,-0.045630537,0.07375468,0.11024427,0.12326696,0.061475217,-0.11977982,-0.067521565,0.12970899,0.017324574,0.058876693,-0.091981314,-0.12509973,-0.06497594,-0.102983005,0.103187405,-0.06946241,-0.11859145,-0.055027872,-0.08558043,0.0455157,-0.09976743,0.012989198,0.08290569,0.07500869,-0.093978636,0.061615508,0.047498625,0.08143169,0.085475415,0.11618092,0.042862803,0.059349336,0.07480182,0.008511114,0.16401596,-0.030234152,-0.09397218,0.022999292,-0.056538176,0.13559465,-0.13711981,-0.11846088,-0.05853188
Abdul_Razak_Hussein,-0.054620165,-0.03663887,0.07155999,0.13666382,-0.14167425,-0.0866555,-0.07947362,-0.05807798,0.1383702,0.12531188,0.07990698,0.09189819,-0.09163257,-0.040322177,0.09186541,-0.038596388,0.07057578,-0.07475191,-0.08745695,-0.06868896,-0.14388886,0.09978762,-0.044329025,-0.08448279,-0.08639924,-0.034160014,0.031941283,-0.16763888,-0.028829662,0.00797533,0.09201752,-0.067169584,0.034929987,0.11780603,0.13941802,0.070800126,0.051411852,0.113603406,0.047934994,0.12345922,-0.050037332,0.111841924,-0.036330003,-0.031961598,-0.03271235,-0.04824072,0.14881799,-0.12788232,-0.033750553,-0.12238661
Abdullah_Ahmad_Badawi,-0.11728696,-0.1353041,0.055289682,0.12025872,-0.085704386,-0.082217,-0.06074669,-0.04619939,0.10617033,0.04947943,0.11228195,-0.0037746748,-0.11549407,-0.06756885,0.08772254,-0.051424906,0.04437609,-0.07903819,-0.07023385,-0.077994466,-0.07790272,0.048991684,-0.11917682,-0.13308974,-0.025534207,-0.09432549,-0.0016830751,-0.14378469,-0.03924051,0.025404446,-0.0013403037,-0.08764608,0.0510616,0.14769705,0.12344847,0.0631518,0.12297351,0.078115396,0.11932178,0.065937474,-0.029789576,0.08990129,-0.07696433,-0.0965921,0.00025286933,-0.052543093,0.107990086,-0.10273661,-0.12260814,-0.055545207
Abigail_Spencer,-0.14527196,-0.12992117,0.13369755,0.16497631,-0.1312668,-0.176668,-0.13856892,-0.18361989,0.1531037,0.14157002,0.13342237,0.18050358,-0.15948321,-0.17026758,0.13981357,-0.17012726,0.12201911,-0.13634442,-0.109744675,-0.08671559,-0.11416677,0.07922679,-0.21875726,-0.12881906,-0.1570604,-0.07523879,0.14328901,-0.09567248,-0.1266936,0.12766702,0.1240418,-0.18613882,0.14528404,0.17082764,0.14981772,0.1437923,0.15647788,0.15247302,0.18654647,0.11253155,-0.15313536,0.13670966,-0.193334,-0.1817829,0.15029421,-0.07309228,0.15499869,-0.17608832,-0.1716769,-0.082862504
Abraham_Lincoln,-0.043482248,-0.051675506,0.07747171,0.06302869,-0.026861614,-0.05327526,-0.15113878,-0.10290371,0.028718073,0.13739751,0.07179552,0.07387217,-0.12482651,-0.08218933,0.049400184,-0.06598139,0.09295309,-0.083963804,-0.06742158,-0.09901918,-0.07210062,0.06813248,-0.09190012,-0.05593655,-0.1132791,-0.092469655,0.100494996,-0.04776806,-0.0995292,0.068184875,0.14413978,-0.1095445,0.07491016,0.054349065,0.044085864,0.09448562,0.10290461,0.020442583,0.037900656,0.058634654,-0.04942973,0.074704446,-0.021940785,-0.071237534,0.106484085,-0.072042756,0.061477393,-0.05026087,-0.1334542,-0.029035982
Aceva_Technologies,-0.092161976,-0.12538958,0.15402074,0.15205604,-0.12189123,-0.14782374,-0.11671332,-0.161956,0.11788047,0.15198019,0.08773685,0.12979184,-0.20078352,-0.15745468,0.14281932,-0.0865543,0.087835334,-0.1578334,-0.13646612,-0.13771881,-0.10689975,0.10678602,-0.06504904,-0.16788621,-0.123728774,-0.1388077,0.17537174,-0.11251775,-0.14574182,0.1631703,-0.013216265,-0.14830413,0.16193788,0.13920093,0.1416994,0.08131088,0.1375601,0.16706197,0.14221264,0.095009774,-0.18748458,0.1219332,-0.086681284,-0.15275438,0.100497834,-0.102969795,0.13463487,-0.19618481,-0.14538465,-0.12332115
Acronis,-0.0516253,-0.12413119,0.13289085,0.022604445,-0.076092124,-0.10716775,-0.100072965,-0.049090337,0.06106011,0.08947575,0.12798133,0.12254105,-0.08154591,-0.077049896,0.07822799,-0.0409419,0.08298253,-0.08321278,-0.0571257,-0.12352763,-0.09374732,0.085695274,-0.021248883,-0.09214111,-0.038483173,-0.04696132,0.10099286,-0.039058004,-0.0699358,0.09426654,0.12542883,-0.10812971,0.117182955,0.04731681,0.109007835,0.050593887,0.11058642,0.046186913,0.062352065,0.03385361,-0.04950087,0.12320525,-0.073608816,-0.08258223,0.116968215,-0.054472316,0.08743409,-0.09910833,-0.055845097,-0.081886254
Acuson,-0.17420772,-0.21736933,0.16735987,0.17577451,-0.14169599,-0.20972726,-0.054298077,-0.20344193,0.15278181,0.18112545,0.12488916,0.10197318,-0.18212056,-0.21289672,0.16133094,-0.17562822,0.12388739,-0.17414787,-0.096751876,-0.15760498,-0.16631408,0.15062638,-0.087320425,-0.19031097,-0.12602761,-0.14202598,0.15351869,-0.15898849,-0.109065026,0.13060254,0.19861838,-0.20496646,0.19417112,0.16510291,0.17040224,0.0972243,0.18215978,0.15311782,0.1746016,0.09705129,-0.15218107,0.037409328,-0.19588357,-0.18561684,0.1426513,-0.15795246,0.14391652,-0.10626347,-0.14326318,-0.06073241
Adam_Kaufman,-0.17577408,-0.044674654,0.1616463,-0.004845358,-0.11586587,-0.17197865,-0.07020822,-0.11424373,0.10317683,0.11899864,0.025304222,0.12666675,-0.09666411,-0.1642481,0.10824776,-0.099061124,0.17413221,-0.11676865,-0.088137984,-0.1106754,-0.1336969,0.14187968,-0.06766835,-0.08932343,-0.074103765,-0.08201266,0.09847842,-0.059398808,-0.1132317,0.06570965,0.15408541,-0.21764565,0.008388128,0.12024203,0.12792563,0.05156848,0.112006694,0.085876435,0.09956039,0.031055238,-0.16250746,0.085472114,-0.16294266,-0.09850994,0.1436025,-0.11404705,0.16808715,-0.15655373,-0.17529252,-0.11741578
Adam_Smith,-0.065629445,-0.13709927,0.021052381,0.0765959,-0.049208373,-0.07413592,-0.11687245,-0.07482926,0.07664998,0.06839991,0.011703978,0.1120983,-0.05539814,-0.10896662,0.065358065,-0.1289843,0.07500284,-0.067464374,-0.12712549,-0.031150736,-0.043110106,0.08194979,-0.09194825,-0.023922829,-0.13718846,-0.09204296,0.07616843,-0.052878134,-0.119265944,0.05454216,0.114663795,-0.057081543,0.07638451,0.06489377,0.06535287,0.11479912,0.11064582,0.09752342,0.1073033,0.115793705,-0.09810917,0.07308238,-0.066804305,-0.07193224,0.11309168,-0.10086486,0.044174805,-0.021124912,-0.083571464,-0.05066304
Adelaide,-0.14105934,-0.15977587,0.08652164,0.11893061,-0.08375231,-0.114020884,-0.052328326,-0.19561908,0.13304381,0.14457874,0.12261886,0.14099589,-0.09738215,-0.17222616,0.11835634,-0.09283641,0.1621563,-0.097082786,-0.13935372,-0.10243639,-0.12291282,0.075032145,-0.014723476,0.01173495,-0.06968423,-0.16652146,0.14060819,-0.13086814,-0.052962534,0.10726313,0.10995384,-0.20308283,0.071504675,0.04666537,0.14967965,0.1366266,0.11689523,0.15667842,0.18270428,0.14149895,-0.14478852,0.115635775,-0.08061285,-0.06618072,0.13713695,-0.0972688,0.16624719,-0.08953334,-0.14254653,-0.08332478
Adjowa_Hayes,-0.070731916,-0.03845814,0.13797407,0.05699135,-0.102033295,-0.06379462,-0.09794918,-0.07585041,0.061876,0.11215821,0.08297887,0.0730838,-0.0896074,-0.052298207,0.0141091775,-0.08329108,0.1318259,-0.07221803,-0.02348661,-0.1111642,-0.12289945,0.11756337,-0.06807122,-0.089727856,-0.05523438,-0.016860645,0.107536435,-0.051255483,-0.110831656,0.08262813,0.11553776,-0.116263926,0.099353924,0.160272,0.076969974,0.09875569,0.13920064,0.07946736,0.06968928,0.06150446,-0.11688586,0.09297575,-0.07369006,-0.08131328,0.100747444,-0.0015009788,0.031655487,-0.09517436,-0.049815252,-0.1274713
Adobe_Systems,-0.09077575,-0.15447018,0.060070146,0.02583413,-0.030830605,-0.08596202,-0.047434732,-0.037254132,0.055627543,0.07698013,0.15769035,0.06678536,-0.052401997,-0.11614765,0.089465275,-0.037819814,0.04146197,-0.055894595,-0.022929698,-0.123314425,-0.026093835,0.035472155,-0.07426248,-0.12532651,-0.004245828,-0.058141995,0.117325604,-0.06579817,-0.058369853,0.09636573,0.036764998,-0.08563859,0.13811639,0.08326368,0.13472098,-0.0011890774,0.06749216,0.02947108,0.06385711,0.007975738,-0.04832206,0.09871042,-0.109676614,-0.09850983,0.09762525,-0.0846596,0.054920327,-0.08148924,-0.07861395,-0.04504863
Adolphe_Thiers,-0.08390599,-0.028062265,0.114813216,0.14382295,-0.12002617,-0.03867791,-0.13124448,-0.082426265,0.053790994,0.11144635,0.07200578,0.02550404,-0.13049217,-0.031574003,0.0586244,-0.03993541,0.106652245,-0.07831737,-0.067879416,-0.07527891,-0.1366353,0.1296684,-0.113856,-0.07464625,-0.089970805,-0.054532498,0.04203059,-0.10420337,-0.024140868,0.03227492,0.08454253,-0.10426634,0.031653244,0.17008494,0.055638887,0.13395226,0.13373415,0.052356567,0.057684805,0.10062142,-0.04504341,0.09642874,-0.035170782,-0.09749646,0.039575443,0.0032810674,0.047517154,-0.12900013,-0.11247791,-0.10439344
Adrianne_Curry,-0.10574161,-0.08578689,0.15612699,-0.018635994,-0.14135452,-0.17935285,-0.039681435,-0.08518031,0.12247094,0.06418068,0.025918867,0.12501357,-0.18271391,-0.104966335,0.19529514,-0.1364712,0.15063512,-0.009572449,-0.037639663,-0.10978705,-0.05178768,0.11122424,-0.06622464,-0.15891296,-0.072841436,-0.10744697,0.18792422,-0.08251678,-0.08481092,0.15763949,0.11827677,-0.17540242,0.15365182,0.19735879,0.0818272,0.13645883,0.13743065,0.14227517,0.082696,0.16922829,-0.1474387,0.064158276,-0.2238375,-0.031230869,0.1919843,-0.06005773,0.17552531,-0.13067043,-0.12939349,-0.1466095
Adrien_Brody,-0.09110403,-0.17268477,0.19257408,0.028516753,-0.18968083,-0.13424598,-0.15188034,-0.16522804,0.17339781,0.069598176,0.15469506,0.09585262,-0.1510664,-0.1654353,0.14224946,-0.07481123,0.15131797,-0.0024664933,-0.05348844,-0.15004201,-0.17697628,0.1696701,-0.16954954,-0.18580748,-0.18500596,-0.12127277,0.15133134,-0.011665863,-0.056511894,0.123404674,0.07453614,-0.1437776,0.14617243,0.13244782,0.12591176,0.13525857,0.16490865,0.17836651,0.10720984,0.16603479,-0.12787583,0.1528459,-0.17440373,-0.005813756,0.116276525,-0.17349276,0.17882086,-0.0914128,-0.16324064,-0.12553579
"Again,_Dangerous_Visions",-0.11447561,-0.16193628,0.17809224,0.11412912,-0.15495759,-0.091797955,-0.09133439,-0.20447432,0.11451397,0.14338793,0.09680939,0.15794106,-0.05553241,-0.14646366,0.15488067,-0.12667419,0.1834798,-0.18373734,-0.15538074,-0.13284844,-0.12193861,0.055173427,-0.093362466,-0.165135,-0.096594684,-0.15090157,0.15865164,-0.087015666,-0.16126636,-0.0021686163,0.037746914,-0.08903297,0.12519327,0.005169619,0.07739847,0.16307174,0.021343881,0.12516649,0.109925225,0.19780399,-0.15322085,0.17185178,-0.14667793,-0.12982933,0.09194498,-0.0723564,0.13874514,-0.105842225,-0.11539613,-0.12249266
Agile,-0.1250471,-0.17236148,0.14683847,0.16815996,-0.15091984,-0.12630573,-0.01744628,-0.19280028,0.15582502,0.19140951,0.07053381,0.11026708,-0.17923436,-0.19529568,0.15122071,-0.2100867,0.12566711,-0.17866717,-0.14564216,-0.08961793,-0.13459583,0.062280696,-0.10953185,-0.1345846,-0.041029073,-0.13447447,0.1547312,-0.107507534,-0.15661691,0.14330979,0.020863084,-0.1970313,0.17556274,0.17377406,0.14891183,0.07121735,0.1965301,0.11241868,0.16703218,0.09430841,-0.14583807,0.15166996,-0.12106795,-0.16284096,0.1495286,-0.075986266,0.117154084,-0.1753201,-0.1978295,-0.08827686
Agra,-0.053471137,-0.10471779,0.12367533,0.14511466,-0.13630752,-0.16483828,-0.21642917,-0.04190821,0.13230154,0.1444126,0.06922007,0.16373412,-0.10327928,-0.06560438,0.11029485,-0.0920561,0.08456869,-0.1413155,-0.11026512,-0.10433615,-0.14973296,0.09644109,-0.116085306,-0.14102875,-0.15694457,-0.19134699,0.16749652,-0.07465864,-0.08065872,0.108579434,0.04950038,-0.041501258,0.119037434,0.12731275,0.013779516,0.19422433,0.114799656,0.2167709,0.15068798,0.20103005,-0.12988782,0.090927556,-0.16611147,-0.16140921,0.13983674,-0.14795169,0.11551731,-0.06882772,-0.05853565,-0.1907092
