,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
A_Deepness_in_the_Sky,-0.03600067,0.03783554,-0.0045743464,0.025135538,0.060880855,0.012111278,-0.050814576,-0.12052319,-0.0027050085,-0.07968869,0.039369583,-0.009789873,0.033540994,0.06353234,0.02755332,-0.06560137,-0.053304084,-0.03887398,-0.05490997,-0.056298014,0.06370354,0.05188833,0.08848808,0.04728391,0.0146879675,-0.0684205,0.0017803751,0.04269072,0.040025678,0.018966516,-0.060051616,0.042912688,0.005989366,-0.058182552,0.019028854,0.04092246,0.041162252,-0.049123343,-0.059850033,0.07237292,0.016997546,-0.05078263,-0.0042690653,-0.02451876,-0.12265718,-0.033999454,-0.065001875,-0.02845297,-0.10052264,-0.006135391
A_Door_into_Ocean,-0.07137884,0.048978932,-0.02095742,-0.052697275,-0.07227819,-0.0123779,0.04712982,-0.04393933,-0.019654362,-0.022387877,0.043198034,-0.025559004,0.04994119,-0.007560526,-0.020954965,-0.009904476,-0.07319602,-0.024430702,0.037725765,-0.030597052,0.037424218,-0.024309551,-0.030011343,0.04645506,0.041802455,-0.00030566423,0.07061098,0.036045216,0.018533764,0.02123159,0.003971729,-0.020614889,0.011229673,0.00013149825,0.006277845,-0.038391057,0.028308017,-0.021993242,0.031634938,0.06011254,0.053488385,-0.022104258,-0.00853531,0.01981015,0.022596812,-0.088907145,-0.027881691,0.034959108,-0.0074971374,0.044181142
A_Hard_Day's_Night_(film),-0.0121266795,0.06878591,-0.001483406,-0.080808945,-0.017526235,-0.02732495,-0.04458628,-0.024168508,0.01283577,-0.013117284,0.012415988,0.050049473,0.009227462,0.09599766,-0.038257994,0.027523588,0.0012864132,0.037115734,0.043251608,0.03560678,-0.023694461,-0.006222745,-0.01707336,-0.0019200548,0.012555497,0.021065667,0.008245959,-0.034059256,-0.031798307,0.026506461,-0.023910178,-0.038934328,-0.03591539,-0.06073501,-0.032271463,-0.055521585,-0.037383433,0.009166464,0.01870434,0.02274075,0.06854714,-0.00553228,-0.091874935,-0.034604635,0.016594201,0.0071399347,0.035554495,0.002592343,0.04926484,-0.0048531992
A_Time_of_Changes,-0.056110322,-0.00024394531,0.04447547,0.0027317922,-0.11134367,-0.121401235,0.08928191,-0.011341148,0.056587506,-0.0023534107,0.09192883,0.05964895,-0.0072677345,-0.0686666,0.081285775,0.041872136,-0.057683922,-0.095831886,0.06876261,0.0624246,0.028877217,-0.078480706,-0.08569795,0.10717865,-0.051063903,0.020907322,0.010412489,0.0030692825,0.07643319,0.037396163,-0.009238685,0.036224723,-0.0046134386,0.0050124214,0.09885063,-0.050822213,0.04391483,0.06629478,0.06231605,0.07586985,0.03383558,-0.023316901,0.08051822,0.017449435,-0.0141015,-0.002137538,0.040540453,0.06314376,-0.057875387,-0.078617774
Aaryn_Doyle,-0.022405997,-0.058379263,0.0704734,-0.045958206,-0.09596564,-0.05323689,0.05011663,0.036644936,0.015543686,0.02408324,0.0022541333,0.013971549,-0.02225121,0.025866937,0.078025,0.02697055,0.005907124,0.013566975,0.023553677,0.038212284,-0.031173993,-0.031669263,-0.026226414,-0.004853694,0.013202787,0.08164789,-0.0065281815,-0.010571927,-0.021864513,0.024203932,-0.06981335,-0.02367332,-0.00934928,-0.046264958,0.039229937,-0.049691964,-0.054871615,0.0038947365,0.033037066,-0.018367365,-0.032714464,0.048160013,0.009003322,0.021079518,0.061957434,0.0048755324,0.017187612,0.029155629,-0.07932567,-0.108627394
Aarón_Díaz,0.007974269,-0.010096031,0.042621713,0.053629305,0.07435274,0.014634112,0.02327973,0.0852453,0.09015455,0.0097598685,0.054680657,0.019082278,0.003189776,0.008871247,0.055031296,-0.00055635587,0.0034228829,-0.004115634,-0.028956207,0.08538874,0.053534005,-0.046767097,0.022993188,0.024351805,0.036435563,-0.03291861,-0.07396987,0.07829306,0.032542925,0.016185366,-0.033408727,-0.06013843,0.018573288,0.041123126,0.010086668,-0.008166712,0.0030674953,-0.08975639,0.01772311,0.09744254,0.043120872,-0.03761157,0.003018016,-0.063245945,0.024600016,-0.003987767,-0.024101423,0.13347375,-0.032503836,-0.04540183
Abbie_Cornish,0.070782095,-0.027033642,0.0011038405,0.08309985,0.08171684,0.08741429,-0.028371157,-0.035228502,0.09972331,0.021846853,0.09227857,-0.08442139,0.012331357,-0.09993546,-0.12021766,-0.0012194271,0.042710062,-0.013518074,0.020567259,-0.045648273,-0.026304392,0.062676586,0.06633063,-0.0021847372,-0.03042187,-0.037211034,0.028922753,-0.023132458,0.074455515,0.02951932,-0.020512216,-0.0048680077,0.015343517,0.016618984,-0.0075524,-0.037711624,0.016017731,-0.007503572,0.08233817,0.05362956,-0.019589616,-0.093219705,-0.015217716,0.053202223,0.00035010782,-0.1274475,0.009891362,0.044490155,-0.044567585,0.008000894
"Abbott,_Texas",-0.020379374,-0.025850868,-0.076225504,-0.09986635,-0.027343508,0.023770971,-0.045282476,0.059297856,-0.07426509,-0.03206285,-0.07747401,0.032375373,-0.043297928,0.09072653,0.005212431,-0.015885737,-0.072998516,-0.0055125356,-0.10930072,-0.005852342,0.04630296,-0.012344401,-0.06693174,-0.045437545,0.027034469,-0.0021960237,-0.0058837268,0.061026953,-0.07138215,0.0047653867,0.002105068,-0.06291043,-0.040349275,-0.041270304,0.025659181,0.03695988,-0.012141847,-0.00013918665,-0.10488948,-0.047755633,0.020183325,0.06889888,0.040695425,0.039333846,-0.002903503,0.071738236,-0.036899563,-0.076293945,0.021440586,-0.0660741
Abd_Al-Rahman_Al-Gillani,0.045068033,0.091944166,0.012372188,-0.040440813,-0.0204865,0.016009936,-0.016267162,-0.0029569992,-0.017336458,0.020031596,-0.10397123,0.019189386,-0.041279476,0.015849195,-0.052138966,0.08484075,-0.014923763,0.06796553,-0.11179336,0.030379064,-0.007539277,0.11748103,0.0731225,-0.15213434,0.086202025,0.010209907,-0.07035207,-0.042118233,0.027735204,-0.036639236,0.07826282,-0.013406924,-0.097721905,0.026488611,-0.05758119,-0.02106696,0.043491196,0.12130999,0.07881892,-0.044636287,-0.029901516,0.068255365,0.003746939,0.005007172,-0.02117513,-0.044072777,0.072291486,-0.044809386,-0.044459853,-0.032412473
Abdul-Wahab_Mirjan,0.018701235,-0.03612122,-0.03386179,-0.003101693,-0.03454606,-0.02029353,0.02169759,-0.032061223,-0.0021756825,0.03768329,-0.03127485,-0.030928127,-0.0066963006,0.055731546,-0.027535327,0.07837885,0.030528868,0.019961871,0.019706875,0.0025792648,-0.006510916,-0.038888242,-0.0075468994,-0.01749022,0.0070364424,-0.018399298,0.04401352,-0.07461472,0.05019125,0.03861156,0.009706461,-0.05017972,-0.017698193,-0.08959868,0.027563332,-0.10244034,0.051296547,0.0130374,0.061932154,-0.010611408,-0.04401976,0.06639221,-0.004609184,0.06368313,-0.026836919,-0.018361207,0.04084855,-0.038649824,0.05511251,0.008565472
Abdul_Razak_Hussein,0.08494485,-0.0119102,0.0053583733,-0.04549749,0.041971795,-0.055985928,-0.0038240312,-0.025937218,-0.018359244,-0.032777354,0.0018504782,-0.022686332,-0.018403744,-0.007178226,-0.030231282,0.0313746,0.06336092,-0.051576067,-0.031280797,0.07150568,-0.012842057,0.019177193,-0.026957296,-0.06903144,-0.02846561,0.030899936,-0.036321424,-0.056355722,0.034162577,0.012103504,-0.0045416984,-0.04243578,-0.06831787,-0.05104977,0.007745203,-0.035388444,-0.021546334,0.08720982,0.031856943,-0.05704958,-0.010066425,-0.030394396,-0.034195855,-0.026705509,-0.057021014,-0.041600976,0.05586677,0.034201328,-0.0014128885,-0.0022503464
Abdullah_Ahmad_Badawi,0.0646816,-0.0302961,0.00976902,0.051333673,-0.055022266,-0.08814521,-0.010510852,-0.019845784,0.020448364,0.008136476,-0.019559264,-0.004212213,-0.023461897,0.0050850376,-0.045414712,0.09970991,0.024848953,0.017959509,-0.016662098,-0.05738019,0.044908293,0.008345831,0.023624904,0.03440096,-0.04051637,-0.019159336,0.051248055,-0.08085227,-0.053384732,0.009925855,0.009110747,0.0058144582,-0.0035011226,0.005367739,-0.021780878,0.048315283,0.017995827,0.016905803,-0.033506904,0.02061426,-0.040233973,0.08943891,0.020837357,0.034385003,-0.03660803,0.07990937,-0.07040019,-0.014598396,0.0049431515,0.045638856
Abigail_Spencer,0.04175459,-0.09679192,0.07245328,-0.031811208,-0.016228197,-0.0033191082,0.061077263,0.0068852846,0.002746956,0.040526073,0.07171161,0.05511601,-0.017567199,0.05910602,0.06991076,-0.071495764,0.015139796,0.052951295,0.04868931,0.041902848,0.044791076,0.02500533,0.011370674,-0.049181726,-0.062330965,-0.0014094801,-0.009521516,0.011266433,0.11386241,0.050827324,-0.00097557955,0.08420525,0.06747327,0.05222387,-0.021742523,0.040526077,-0.027330311,0.02324601,-0.037949946,0.05212176,-0.0018195322,0.054576576,-0.025314618,-0.0026521762,-0.025152814,-0.065266214,0.011685643,0.0310512,-0.016972154,-0.020417491
Abraham_Lincoln,0.00879773,0.019026753,-0.017934216,-0.009428721,0.0071199853,0.06774044,0.062313616,-0.07365403,-0.0532447,0.055059467,-0.04758776,0.044186838,0.01771576,0.024287421,-0.05777507,0.13138667,-0.055905726,0.016853984,-0.0027049768,-0.008469874,0.13662793,-0.028914709,0.014936608,0.006201897,-0.0073916153,-0.08122473,0.011320911,-0.06240073,-0.0043638954,-0.027414333,0.028347032,0.08578507,-0.005818892,0.042248245,-0.007862497,-0.0015250985,-0.041709606,0.10808792,-0.020746298,0.005092399,-0.06257348,0.0653419,0.06809359,0.0384197,0.10198018,-0.009212813,-0.020574505,-0.07114198,0.037653502,0.023420492
Aceva_Technologies,0.040453948,0.015038941,-0.0065734973,0.0028341447,0.062269032,0.08487151,0.018327786,-0.026615307,-0.055346653,0.014799968,-0.029983172,0.04607694,-0.006114817,0.004388755,-0.040784974,-0.06235966,0.053641587,-0.0018365806,0.07382371,0.052785005,0.048356544,0.008576134,-0.030208819,-0.045890305,0.023917198,-0.037807062,-0.0971245,0.014394626,-0.028492898,-0.05500279,-0.0009381035,0.04538287,-0.061021075,0.024225058,-0.048219223,0.07006372,-0.019489208,0.028404986,0.03366389,0.01754318,-0.02129954,-0.045636933,-0.038892988,0.030491062,0.041579124,-0.014227977,0.008504133,0.057061993,0.017623322,0.063546635
Acronis,-0.007746159,-0.0019284491,0.024230221,-0.003818359,0.03675357,0.0098485425,0.027931932,0.04898256,0.022476586,-0.03374418,0.015926996,-0.042413704,-0.050317593,0.025888007,0.035129767,0.055345066,-0.07395179,-0.040465884,0.07988454,0.0093317805,-0.024132518,-0.031446904,0.021682996,0.13359891,0.12464635,-0.0873053,-0.043193012,0.007442414,0.007622554,-0.048631985,-0.11547246,0.031409193,-0.0052254507,0.059036102,0.07087235,-0.015817795,0.053117923,0.0060935183,0.03842407,0.11285456,0.032120317,-0.05764827,0.08654418,-0.060029943,0.054072898,-0.01707025,-0.037129384,-0.022988789,0.049851462,-0.019096166
Acuson,0.05974221,-0.06452579,0.0081347,0.056503545,0.04998163,0.058861088,0.03924893,-0.029401625,-0.01183299,0.06566203,-0.0077633047,0.019836886,-0.028223254,0.011230446,0.08464694,-0.041400377,-0.0031268722,0.024015266,0.038030792,-0.001849375,0.03973967,0.07104192,0.049852476,-0.10032594,-0.023358852,-0.0672786,0.015790222,-0.0074476902,0.04031247,0.04019061,0.018329458,0.060253635,6.522388e-05,0.027965603,-0.026314659,0.087511666,0.054972444,-0.017240396,0.019931968,0.0403971,0.015352789,-0.01854649,0.005877321,0.02592049,-0.025921272,-0.05800697,-0.0037414688,-0.047514517,-0.029585112,0.0065334737
Adam_Kaufman,-0.015170382,-0.032856457,0.055336166,0.07882435,0.03833102,-0.049352806,0.036852937,-0.010057232,0.029663488,0.00028060953,0.03282419,0.010831725,-0.004444219,-0.05499952,-0.009336707,0.020474242,-0.014590014,-0.029804036,0.1052709,-0.04747358,0.051222455,0.07896329,0.04086433,0.07684329,0.03354543,-0.05244454,0.050575897,0.009087696,0.033588223,-0.026027428,-0.0625174,0.04452342,-0.010591574,0.022658344,-0.006604448,-0.014089899,0.012775504,0.0080145495,0.05258358,0.025192592,-0.056179766,-0.07108912,-0.041141603,0.006998509,-0.019598061,-0.03605321,0.002849021,0.047413047,-0.095422305,0.025573222
Adam_Smith,-0.018764602,0.041869733,0.0006107255,-0.04732482,-0.036501706,-0.005282048,0.06774393,-0.031239603,-0.056682527,0.045796026,0.014861037,-0.006273738,-0.0521828,0.09573996,-0.012321349,0.12344281,0.025067346,-0.027352056,-0.046930324,-0.057358876,-0.013432099,-0.0077339425,-0.055896457,-0.05082051,-0.054846816,0.024315579,0.061279938,-0.032770272,-0.10127007,-0.06358786,-0.031063078,0.0704288,-0.021809237,-0.029794514,-0.012806399,-0.060622644,-0.09157432,0.049096048,-0.030086605,-0.06783029,-0.013380215,0.014916696,-0.023914041,0.052339528,0.050747257,-0.03618505,0.046023548,-0.00853006,-0.08071396,0.055053454
Adelaide,-0.018820172,-0.02205735,-0.001346695,0.0024447858,-0.09124554,-0.07170878,0.06869866,-0.09835645,0.08719181,0.0063440604,-0.01595073,0.08286729,-0.0472789,0.014064786,0.16524877,0.0063845757,-0.022135796,-0.053526685,-0.038550638,0.03256872,-0.0018202411,0.029052446,-0.005372184,0.03613754,0.030897425,-0.10754876,0.024822257,0.08662363,-0.0023898536,0.03306847,0.050026175,0.08299915,-0.05402881,0.014875997,-0.084770605,0.029928533,0.14242727,0.02515472,-0.058619432,0.011922022,0.036662072,0.012584862,-0.009856685,0.060471784,-0.026471214,-0.08199697,-0.028997278,-0.034385473,0.023366395,0.020823844
Adjowa_Hayes,0.0042017167,0.05863622,0.005614463,0.08589535,-0.029932458,0.030904429,0.07468463,0.031934064,0.0677293,-0.040531054,-0.018428376,0.030569632,-0.035005324,-0.028768886,0.058643486,0.010571446,-0.06067447,-0.01993823,-0.09578772,0.120209284,0.069926634,0.03313257,0.0497229,0.1023726,0.026830131,-0.04874088,-0.09550038,0.08258577,0.07595121,-0.096360035,0.020605126,-0.06316133,0.06816426,0.04284683,0.028429106,0.044233013,0.0062356424,-0.043169856,-0.015375684,0.058049686,0.06061523,-0.058767434,-0.011679573,-0.08352131,0.020753048,-0.023059454,0.07018007,0.074538514,-0.1328149,-0.09664277
Adobe_Systems,0.00768158,-0.052757695,-0.025118334,0.02757553,0.012949744,0.031060977,-0.025396354,-0.0025019874,0.03688124,-0.016271526,-0.020919498,-0.016940722,0.019336801,-0.041441258,0.00059154036,-0.012583452,-0.053564668,0.026120257,-0.071601614,0.00265929,-0.0030725892,-0.022644162,0.0036484695,0.050448004,-0.004798444,-0.034154695,-0.005156621,0.0127419755,-0.024723085,0.025592605,-0.053104725,0.013533813,0.02597131,0.0070452434,0.024133753,0.010471431,-0.011313912,-0.053488493,0.018831206,-0.021822458,0.020657757,-0.019298911,0.046707656,-0.024338584,0.013445991,0.012540366,0.022589434,-0.018242707,-0.011283826,-0.03094003
Adolphe_Thiers,0.05121776,0.09947681,0.023922773,-0.034841567,-0.05343283,0.03955346,-0.048160914,0.034698945,-0.00466766,-0.030502653,-0.070393935,0.017701441,0.03559832,-0.030080104,-0.055761904,0.10895152,-0.00770587,0.045167163,-0.1248405,0.035145685,-0.021512028,0.058722146,0.10181154,-0.082010746,0.1031116,-0.027690917,-0.040157318,0.006243785,0.04606273,-0.04514942,0.03479147,-0.019501338,-0.046378333,0.06588211,-0.01748089,0.036347453,0.05404004,0.073546976,0.07231081,-0.035961136,-0.022841448,0.04585107,0.037534583,-0.026813306,-0.017730663,-0.0020275475,0.033462428,-0.01813624,0.0047505163,-0.06809383
Adrianne_Curry,0.04513165,-0.044653356,0.051511206,-0.014909313,-0.06986151,0.01592294,0.0760826,0.0976331,0.02518054,0.041916277,0.03283073,-0.07788643,-0.02920481,-0.044710994,-0.044851627,0.06417914,0.010618463,0.042600997,0.06307058,-0.0008968365,0.008971331,0.005815655,-0.04032414,0.06078593,-0.07466449,0.07429457,-0.027306994,-0.063712575,0.005395745,0.030948058,0.013152137,-0.043666277,0.007547875,0.041104373,0.005103629,-0.09374864,-0.056637235,0.03797923,0.0759377,-0.121031106,-0.051374502,0.04504308,0.030689903,0.0012700816,-0.03638922,0.005295727,0.007668292,0.10096456,-0.06124081,-0.03868314
Adrien_Brody,0.0038488475,-0.029497018,0.02234338,0.016165933,0.033651154,0.042154755,-0.02209461,-0.053230435,0.082528934,-0.03262803,0.034066174,-0.065688185,-0.007853308,0.024935022,-0.049774855,2.9809598e-06,-0.02796017,0.086925544,-0.015017724,-0.054191574,-0.024515724,0.030308533,0.11829187,0.07339536,-0.0007542639,-0.056163225,0.10914884,0.00026204746,0.09125453,0.01793273,0.0120660765,-0.03104218,0.09351691,0.03137453,0.018821096,-0.069062546,0.025195928,0.026860734,0.05371225,-0.030092273,-0.015508276,-0.038668763,-0.08686894,-0.054928526,-0.08887992,-0.02334356,-0.09240114,-0.015867881,-0.009534148,-0.047334645
"Again,_Dangerous_Visions",-0.017890386,-0.023973634,-0.02015291,-0.012668945,0.060235027,-0.018397866,0.019782914,-0.021306792,-0.02972272,-0.07821906,0.013158182,0.013202433,0.0785809,0.01348456,-0.031161731,0.036479555,0.0024420987,-0.026916271,0.033582952,0.033161253,0.022451578,0.010919444,-0.038905896,0.00014117961,0.08871894,-0.015736813,-0.0049092546,0.03840901,0.0022791428,-0.014419875,-0.030159114,0.00913309,-0.012368886,-0.052554265,-0.011358901,0.039571468,0.018353721,0.028715057,0.057700038,-0.017549193,-0.029098172,-0.037574757,0.0007839436,0.028021418,0.008706129,0.028833823,-0.0072436295,-0.019246217,-0.001093307,0.01929842
Agile,0.07318177,-0.095311604,0.07772443,-0.0071019027,0.00041904702,0.06495504,0.03375041,0.033271287,0.011906266,0.105063945,0.025736978,0.013364086,-0.05305797,-0.013378936,0.031574473,-0.1163941,0.034105703,0.05877675,0.037940938,0.07774179,-0.060659427,0.05543872,0.048108395,-0.086794555,-0.08302313,0.014522287,-0.0675955,-0.029850462,-0.03934491,0.041535486,0.0365612,0.09708622,0.011831466,0.02495606,0.027888775,0.08350679,0.057291623,-0.09739398,-0.0637957,0.07003641,0.013018809,0.050349444,-0.013905053,0.0046375925,0.0047906237,-0.11423411,0.06373814,0.064938046,-0.011241345,0.022719238
Agra,-0.010023481,-0.008037011,0.019499952,-0.0028039443,0.01116153,0.021509105,-0.0660374,-0.0556031,-0.02945776,0.062552266,0.15232816,0.06139752,0.010706548,0.03926314,0.023333324,0.071493395,-0.012754002,-0.07330919,-0.068896525,-0.022829052,0.0542174,-0.040985685,-0.00060210016,0.05254641,-0.09072518,0.011474225,0.016826654,0.02230836,0.036743272,0.03637509,-0.057185587,0.08294477,0.10443307,-0.02793104,0.087675825,0.07859874,0.027837005,0.0022557792,-0.04031426,0.0050783805,-0.011756749,-0.061202884,0.017312998,-0.08798981,-0.0825659,-0.0004989189,-0.019022737,-0.020744575,-0.046228006,-0.052210692
