,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
A_Canticle_for_Leibowitz,0.066333346,0.018189207,-0.08939805,0.06586226,0.036296815,0.05968834,0.040475756,-0.08873406,-0.00029987725,-0.07748519,-0.010931415,0.13331662,0.045250047,-0.11372472,0.06860962,0.006942149,0.091709,0.07445925,0.06845005,0.07789815,0.114569396,0.08151705,-0.022035988,-0.04261385,-0.0029201647,-0.078239374,-0.10130708,-0.049731888,0.066116914,-0.048540924,-0.06526025,-0.08084852,-0.062845945,0.07993265,0.089512825,0.0076228837,0.051798914,-0.102352425,-0.09185123,-0.014960343,-0.01252211,0.0432703,-0.07921845,0.107578084,0.0812346,0.09814235,-9.946384e-05,0.06269999,0.123442024,0.06758343,-0.059668936,-0.04748899,-0.029274875,-0.019984225,-0.059493437,0.078130215,0.08558213,0.049580093,0.14302179,-0.10345835,-0.07648878,0.06437251,0.096164815,-0.046805713,0.017910557,-0.019362314,0.004244814,0.07561009,0.088263504,-0.02614676,0.07290032,0.02264414,0.09093561,0.075193815,-0.02014243,-0.06094399,0.06575794,0.0283167,0.12933911,-0.0619656,-0.06254906,-0.097359344,-0.07988392,0.113788396,0.042583894,-0.02166312,-0.07614822,-0.072170354,-0.10853579,-0.106764376,-0.09225898,-0.041987173,-0.018648656,-0.06566097,0.03461429,0.09979962,0.09853387,0.0016954435,0.11987853,0.10662113
A_Connecticut_Yankee_in_King_Arthur's_Court,0.06437692,0.065374345,-0.13285775,-0.024473384,-0.012917924,0.07265252,0.017302595,0.07188898,0.052396275,-0.046615966,0.017959896,0.12486956,-0.004009135,-0.08243544,0.09071874,-0.015898779,0.082319394,0.11607728,-0.0075956127,0.085062884,0.004623312,0.027167706,0.005481904,0.0041138753,0.060756683,-0.11201847,0.006364817,-0.107208006,0.0991623,-0.024943674,-0.08871662,0.0148848025,-0.050488994,0.047501046,0.08753412,-0.05749954,0.06197027,-0.07343003,-0.08577161,0.015836904,-0.035771027,0.11483619,-0.034791466,0.09473623,0.13837054,0.019927584,-0.011902414,-0.0024147383,0.08404474,0.037165683,-0.042925388,-0.04359033,-0.10992867,-0.052210066,-0.052151702,0.117923684,0.09198259,0.05677158,0.11925055,-0.09526309,-0.09213624,0.054993723,0.1272797,-0.028825844,0.11271499,-0.027161496,0.0025715334,0.08951012,0.05674294,-0.02690739,-0.067222446,-0.066361055,0.12980485,0.11766366,-0.033912696,-0.09341605,0.010957118,0.018021675,0.123514414,-0.110618666,-0.09268697,-0.025960319,-0.085851684,0.110474445,0.10862696,-0.0789676,-0.115768045,-0.09759515,-0.10237361,0.01776622,-0.09958568,-0.06678434,0.007480375,-0.054226086,0.07736105,0.08977234,0.061494645,-0.061674617,0.12154122,0.09920139
A_Deepness_in_the_Sky,0.046556745,0.09051016,-0.122794844,0.045359142,0.03398138,0.081762314,0.044761606,0.03282853,4.5987475e-05,-0.062612474,-0.033540066,0.11193775,0.063384555,-0.121824175,0.08270547,0.08680614,0.11991533,0.053305294,0.08515892,0.019940438,0.08815817,0.1320881,0.0407199,-0.027811991,0.03538774,-0.14164446,-0.09334114,-0.054796033,0.10666969,-0.04707943,-0.10212859,-0.1308935,-0.038546115,0.0789045,0.099891506,-0.08932933,0.026585165,-0.1216548,-0.074453376,-0.026178177,0.05178413,0.070055604,-0.05313059,0.07902604,0.11265875,0.048589405,-0.021047208,0.0796096,0.013058384,0.0059146765,-0.06142424,-0.1048492,-0.064482674,-0.08624091,-0.09533819,0.08049695,0.14454058,0.10143217,0.1410156,-0.08030296,-0.09870473,0.06395236,0.13735913,-0.024844095,0.05309015,-0.059518084,0.042107396,0.110339984,0.021889273,-0.09659832,0.010236486,-0.085285395,0.15528916,0.10626742,-0.083964445,-0.07577186,0.045458633,0.05330755,0.08686855,-0.098660685,-0.09059105,-0.09434132,-0.10110427,0.07492526,0.11698897,-0.016161488,-0.09153456,-0.04900566,-0.12454336,-0.04687067,-0.10786209,-0.08838194,-0.024713788,-0.109166935,0.07062055,0.07676612,0.10502919,0.0154805435,0.10634616,0.11770546
A_Door_into_Ocean,0.06919285,0.037307106,-0.08823988,0.017372616,0.070668474,0.07337522,0.0591269,-0.037606977,0.06295644,-0.09566493,-0.0071945474,0.18654555,0.038889304,-0.03813033,0.027642742,-0.0016836477,0.07858944,0.07639174,0.08360498,0.014847975,0.05300189,0.029167682,-0.01823655,0.0037787438,-0.058932245,-0.11960895,-0.00662127,-0.035692617,0.05266121,0.003231651,-0.0673067,-0.0011485739,-0.05413823,0.03500933,0.04432122,-0.066030055,0.07113716,-0.088898204,-0.04494453,0.04482691,-0.025889,0.07806153,-0.082185246,0.102653496,0.10623214,0.11512666,-0.014136197,0.05528652,0.13428494,-0.011387911,-0.09438944,-0.08838042,-0.011809849,-0.024075957,-0.06477831,0.12994358,0.12228757,0.031661954,0.021267843,-0.12027552,-0.11105023,0.024389638,0.088858716,0.014258028,0.11390366,-0.027942486,-0.011496593,0.029310752,0.073986955,-0.06433493,-0.0033589215,0.0027818775,0.114801586,0.066315286,-0.013914558,-0.08889849,0.0876151,-0.0089056175,0.07155196,-0.12390872,-0.08735808,-0.05860776,-0.06932123,0.07885376,0.04938084,-0.04685745,-0.13484348,-0.071954794,-0.11410574,-0.038810316,-0.09166257,-0.10097323,-0.0008027662,-0.07649525,0.035145856,0.09846006,0.050614476,0.016974246,0.08250632,0.07402285
A_Hard_Day's_Night_(film),0.0021975145,0.021937594,-0.026659839,0.04369664,0.020591836,-0.01736142,0.01640688,-0.027943969,-0.050913006,-0.059503715,-0.048754368,0.022621099,0.050866053,-0.0053245886,0.045597743,0.069776244,0.10934595,0.03103353,0.015576765,-0.029385306,0.11500126,-0.0024511716,0.022345481,-0.041433293,0.079295486,-0.043461733,-0.06883128,-0.014987462,0.05222249,-0.08039753,0.0039376286,-0.013875131,0.03949846,0.08273415,0.10791578,-0.067234665,-0.010103229,-0.011709793,-0.015273667,-0.013479832,0.038151186,0.002960526,-0.11604809,0.05337498,0.037706736,0.06790964,-0.066029415,0.0984988,9.9429046e-05,0.009090154,-0.07290661,-0.0016977978,-0.024149181,-0.012041143,-0.014104288,0.12238615,0.02058884,0.09096211,0.016978448,-0.06689203,-0.016245648,0.0075459876,0.024314221,0.01148821,0.06456101,-0.010670789,-0.04897552,0.042892385,0.044111162,-0.10597411,-0.035292644,-0.040364847,0.12886947,0.11162966,-0.053254385,-0.020414842,0.03861111,0.06667477,0.027488563,-0.12367623,-0.08841758,-0.0041798395,-0.038137287,0.044340353,0.028639136,-0.03143399,-0.055127274,-0.09413883,0.0079310145,-0.016488368,-0.019919232,-0.00039602074,-0.039375506,-0.011214366,0.013066157,0.02044317,0.051012434,0.0025770315,0.012060895,0.07388915
A_Time_of_Changes,0.088529825,0.0017847822,-0.06315208,0.029262906,0.015566484,0.09461715,0.02679599,0.0031426186,0.103307866,-0.07706579,-0.00872623,0.063170925,0.07102609,-0.09270965,0.07105525,0.032951955,0.09178602,0.077723905,0.034530867,-0.049436845,0.07228396,0.06346501,0.018534902,-0.03158621,0.055485435,-0.12799254,-0.004803935,-0.037071716,0.13307667,-0.021058638,-0.11345733,-0.06781129,-0.009213204,0.098630734,0.0965872,-0.03742266,0.026280394,-0.069959074,-0.080132864,0.017261868,0.00063242036,0.07736982,-0.028170446,0.08071536,0.08930728,0.07993787,-0.053523183,0.04122689,0.10683589,0.04606448,-0.02798256,-0.07261073,-0.05796271,-0.003023914,-0.05754514,0.09947053,0.105616234,0.08296531,0.095494255,-0.12971091,-0.12632032,-0.0035406952,0.07579963,0.014394245,0.0070492434,0.0060103377,-0.039214138,0.14872682,0.012328016,-0.071946405,0.01052938,-0.011014239,0.07763801,0.030481678,-0.090501666,-0.08195284,0.030022008,-0.10135666,0.08583898,-0.14040616,-0.016118089,-0.07872271,-0.08429355,0.10490194,0.05836539,0.024296822,-0.1290284,-0.034466833,-0.11295387,-0.04530569,-0.08965895,-0.09774182,-0.05555763,-0.06675789,0.12023648,0.08756392,0.0963489,-0.006892191,0.05555439,0.09073188
Aaryn_Doyle,0.0730866,0.1053054,-0.12216086,0.092182465,-0.030099653,0.077188045,0.010145118,0.03157719,0.03992914,-0.054629307,-0.01489035,0.18875112,0.012876512,-0.14020497,0.09397576,0.1676121,0.06593775,0.0014229116,0.05350531,0.01329892,0.10014674,0.031871885,-0.08135194,-0.037574533,-0.042795744,-0.13062227,-0.08977807,-0.0688006,0.1521082,-0.032498654,-0.035063498,-0.0872276,0.025707642,0.05230271,0.072499625,-0.10006057,0.0359283,-0.10831245,-0.057155836,-0.046806496,0.0045070183,0.11112069,-0.10503085,0.010300838,0.10342232,0.14269072,-0.023791058,0.058219336,0.08301953,0.090849265,-0.1309243,-0.0558574,-0.04627452,-0.090646066,-0.10170834,0.13252604,0.102521405,0.15920193,0.05650366,-0.057776805,-0.14587417,0.0029318337,0.08315975,0.022935208,0.08221485,4.743526e-05,0.062176175,0.07807625,0.11632222,-0.09832491,0.08922989,-0.04264663,0.12580912,0.12057802,-0.12500478,-0.12979455,0.030789336,0.048426226,0.04968781,-0.12016901,-0.14495732,-0.015442156,-0.102576435,0.032648765,0.15464967,0.0045026042,0.0142238885,-0.0683469,-0.05411325,-0.15106021,-0.027895132,-0.100665405,-0.06307519,-0.020218497,-0.012442038,0.079579234,0.05993511,-0.046228398,0.026320191,0.124555446
Aarón_Díaz,0.04955165,0.04520141,-0.053498268,0.06525507,0.0056723855,0.06351363,0.044383947,0.03398289,0.01324183,-0.04240581,0.018249987,0.070932195,-0.0056033707,-0.10236109,0.034761935,0.11491217,0.05708927,0.033411406,0.054144446,0.013283772,0.057821292,0.12657873,-0.050908294,-0.00412449,-0.03424963,-0.06305176,-0.034238074,-0.11620067,0.07056718,0.037755955,0.013459883,-0.09804737,0.04012692,-0.0040698294,0.041515645,-0.10451016,0.062082313,-0.049116675,-0.0572356,0.005072064,-0.025908956,0.0743579,-0.081549205,0.04591091,0.09357064,0.024948725,0.021117412,0.07563076,0.039852355,-0.0054524573,-0.07964623,-0.05476891,0.00611397,-0.072704725,-0.09633801,0.04398045,0.06622973,0.02963124,0.13128506,-0.043185014,-0.14822347,0.0120162405,0.090661235,-0.04390462,0.043023158,-0.05310131,0.04234538,0.0423129,0.014563391,-0.06385753,0.039784234,0.018894281,0.067894265,0.084887706,-0.10054164,-0.007759262,0.068335935,0.033082757,0.08508749,-0.02883125,-0.03791889,-0.023194602,-0.114679515,0.057086375,0.06153955,0.034488216,-0.09323196,-0.042710595,-0.079908155,-0.09723529,-0.12478844,-0.04823428,-0.010360708,-0.04542011,0.029354932,0.01884131,0.07585672,0.0019638727,0.05396076,0.070619404
Abbie_Cornish,0.04610774,0.12822318,-0.06280004,0.12150985,-0.012458958,0.092954904,0.031966735,0.028891452,0.018655494,0.002308686,-0.020117223,0.15580551,-0.038947437,-0.065137535,0.039253145,0.04736547,0.115632795,0.0613445,0.023481175,0.040830232,0.07243218,0.14682165,-0.032529145,0.02681446,0.052646246,-0.043824155,-0.066088475,-0.08600828,0.09144681,0.022622574,-0.057976168,-0.10928747,0.04690614,0.0951539,0.010019285,-0.09545311,0.06912883,-0.019092089,-0.05279343,-0.03227726,0.08149561,0.10951625,-0.10343159,0.03807425,0.07493631,0.09983445,0.025222283,-0.007971806,-0.0028227617,0.0019317984,-0.09847223,-0.03337578,0.040127967,-0.123353034,-0.058574717,0.11396894,0.093236536,0.04828189,0.1635029,-0.021396562,-0.15527327,0.04018436,0.14915296,-0.056100246,0.09238947,-0.031177534,-0.056490604,0.06873874,0.049623903,-0.10218315,-0.008435045,-0.052059557,0.13228677,0.08307529,-0.034782328,-0.012991309,0.04520429,0.005665526,0.08125227,-0.10224322,-0.10564051,-0.061634198,0.03684157,0.07340204,-0.055517744,-0.026855158,-0.07342209,0.0035766345,-0.03673675,-0.071846865,-0.120617084,-0.019909443,0.03207501,-0.062248185,0.006218231,0.032174833,0.033567935,-0.0048750658,0.07755532,0.092909336
"Abbott,_Texas",0.13655181,0.039667126,-0.06784816,0.06996904,0.07718498,0.075983346,0.0114897145,0.020257782,0.00159728,-0.083160244,-0.027882684,0.10246773,-0.010616912,-0.11037432,0.06183455,0.09189569,0.121217,0.11038107,0.04787754,0.07158217,0.06489486,0.107454374,0.017702172,-0.015429815,0.025932992,-0.14875838,-0.09383159,-0.08163801,0.083323985,0.012222526,0.005457529,-0.07336773,-0.020697925,0.086542875,0.13751279,-0.042232532,0.036521867,-0.05199442,-0.06698444,-0.0729566,-0.018713996,0.073811285,-0.09196673,0.05805831,0.082827516,0.036887437,-0.052767742,0.09826272,0.07479495,0.03970187,-0.08839368,-0.05039268,0.028087752,-0.033676893,-0.1346306,0.051673766,0.12852798,0.117615245,0.15525669,-0.09769298,-0.06762902,0.058917124,0.09967808,-0.01323788,0.05395793,0.059546594,-0.03623192,0.1036698,0.014743402,-0.032250326,0.10266903,0.013276132,0.11475507,0.0969977,-0.069501966,-0.048430234,0.069596656,0.103610694,0.085421056,-0.13923186,-0.029691521,-0.01810036,-0.06954203,0.098775364,0.103545144,-0.0041361833,-0.061598364,-0.0810384,-0.1309325,-0.13370249,-0.12355081,-0.1234551,-0.061236404,-0.096659206,-0.021989267,0.100744165,0.07423335,0.0002072327,0.024831137,0.13818254
